5905710071782*0.000*4.77
5905710071799*0.000*4.77
5905710071805*0.000*4.77
5905710071812*0.000*4.77
5905710071829*0.000*4.77
5905710071836*0.000*4.77
5905710071843*0.000*4.77
5905710071850*0.000*4.77
5905710071867*0.000*4.77
5905710071874*0.000*4.77
5905710071881*0.000*4.77
5905710071898*1.000*4.77
5905710071904*1.000*4.77
5905710007194*1.000*18.35
5905710007200*3.000*1.71
5905710007217*1.000*1.67
5905710007224*2.000*2.41
5905710072475*0.000*3.49
072499*0.000*5.20
5905710072499*4.000*5.20
072550*1.000*4.30
72567*1.000*4.33
5905710072581*1.000*3.51
5905710072604*1.000*4.77
5905710072673*0.000*20.59
5905710007316*7.000*2.09
5905710007385*3.000*4.41
5905710007392*0.000*4.41
5905710074080*2.000*5.93
5905710074097*1.000*5.93
5905710074561*2.000*3.98
5905710075001*1.000*5.75
5905710007514*1.000*4.80
5905710007545*1.000*5.34
5905710007620*2.000*4.52
5905710007644*0.000*2.41
5905710076527*1.000*11.11
5905710007682*2.000*1.58
5905710077166*0.000*5.20
5905710077494*0.000*4.77
5905710007866*0.000*6.10
5905710007903*0.000*7.29
5905710080944*0.000*15.60
5905710081347*1.000*17.19
5905710081392*1.000*14.63
5905710082412*1.000*9.85
5905710083105*1.000*13.41
5905710083112*0.000*13.41
5905710083624*0.000*11.90
5905710083716*0.000*12.11
5905710083846*1.000*12.11
5905710008405*0.000*3.29
5905710085239*0.000*7.37
5905710085246*0.000*7.37
5905710085284*1.000*7.37
5905710085307*0.000*12.58
5905710088001*0.000*1.30
5905710088049*1.000*1.85
5905710088032*2.000*2.03
5905710090189*0.000*15.75
5905710090196*1.000*15.75
5905710090202*0.000*12.98
5905710090219*0.000*12.98
5905710090257*0.000*25.06
5905710090479*1.000*15.34
5905710090493*0.000*15.34
5902704137356*1.000*3.10
5905710003608*1.000*3.47
5905710077487*0.000*3.51
048*25.000*0.83
480*48.000*1.85
0050*17.000*2.57
330*30.000*1.32
777*9.000*3.05
4102*0.000*1.83
4103*20.000*2.36
4100*0.000*0.87
888*3.000*3.05
4101*3.000*1.12
3179630005260*1.000*7.21
5907699482030*1.000*4.15
5900627023794*6.000*2.24
5900627030990*4.000*2.24
5900627027136*1.000*10.24
5900627006315*0.000*10.24
5900627043785*1.000*10.33
5900627027136*0.000*0.00
5900627007886*6.000*2.03
5900627041767*0.000*28.06
5900627031287*0.000*7.80
5902101504126*3.000*3.66
5902101504935*1.000*3.66
5902101504058*2.000*3.66
5902101505000*3.000*3.66
5902101505086*4.000*3.66
5902101504065*2.000*3.66
5902101505093*2.000*3.66
5902101504089*3.000*3.66
5902101509282*0.000*3.66
5902101510974*3.000*7.78
5902101510967*4.000*7.78
5902101510981*2.000*7.78
5902101302043*4.000*1.85
5902101302074*3.000*1.85
5902101710640*2.000*6.34
5902101710732*2.000*6.34
5902101000130*1.000*6.34
5902101710749*2.000*6.15
5902101000178*2.000*6.34
5902101000147*2.000*6.15
5902101000154*3.000*6.34
5902101000161*3.000*6.15
5902101710756*5.000*6.15
5902101710763*2.000*6.34
5902101710770*3.000*6.15
5902101710787*5.000*6.15
5902101710794*0.000*6.34
5902101710800*2.000*6.15
5902101710817*4.000*6.15
5902101000109*4.000*6.15
5902101710657*2.000*6.34
5902101710664*2.000*6.34
5902101710671*4.000*6.15
5902101710688*2.000*6.15
5902101710695*5.000*6.15
5902101710701*2.000*6.34
5902101710718*5.000*6.15
5902101710725*2.000*6.34
5902101605205*0.000*5.28
5902101605373*2.000*4.78
5902101605267*0.000*4.47
5902101605236*0.000*6.42
5902101605342*0.000*6.42
5902101511476*0.000*3.58
5902101710961*2.000*3.47
5902101710855*4.000*2.91
5902101511490*2.000*3.58
5902101511926*0.000*5.18
5902101101240*0.000*6.67
5902101101233*2.000*7.05
5902101406178*1.000*9.86
5902101406161*1.000*7.05
5902101204170*3.000*0.51
5902101511001*2.000*5.77
5902101512480*2.000*5.83
5902101510998*2.000*5.77
5902101309097*0.000*5.63
5901501011050*0.000*6.74
5901501004724*1.000*4.72
5901501004717*1.000*4.72
3468080145115*1.000*11.30
5410267509317*1.000*15.99
3031449638032*1.000*7.66
5902704133914*1.000*9.73
3031449639015*0.000*14.04
3031449636687*2.000*11.38
3031449636830*2.000*9.73
3031449510512*0.000*10.24
3031449638223*2.000*12.03
3031449638230*1.000*12.03
5902704133877*0.000*5.83
050051303629*0.000*7.32
050051303612*0.000*7.64
050051303605*2.000*7.15
5902704002845*1.000*21.60
5902704994553*0.000*11.93
5902704998629*4.000*22.17
5902704993808*1.000*22.17
5902704998605*1.000*28.51
5902704994041*1.000*5.59
5902704996342*4.000*10.54
5902704994027*2.000*5.67
3031449635765*1.000*35.75
3031449510611*0.000*32.44
8714462070854*0.000*7.62
5902704136601*2.000*2.09
5902704999091*1.000*5.20
5902704994560*0.000*4.53
3031449564034*1.000*44.37
5902704999138*2.000*2.66
5902704003224*1.000*4.37
5410267507979*1.000*31.68
5902704998797*1.000*3.80
5902704998780*1.000*3.80
5902704998490*0.000*1.93
5902704998407*0.000*2.66
5902704002913*2.000*4.63
5902704002906*1.000*4.77
5902704002937*2.000*5.34
5902704998292*0.000*3.80
5902704998315*1.000*3.15
5902704998346*1.000*2.85
5902704998285*1.000*4.47
5902704998506*2.000*1.54
5902704998384*0.000*1.36
5902704998476*1.000*1.60
5902704998216*1.000*1.68
5902704998230*1.000*2.82
5902704998445*1.000*2.90
5902704998469*3.000*2.11
5902704998421*2.000*2.20
5902704998377*2.000*1.93
5902704998452*0.000*1.85
5902704998261*2.000*4.23
5902704133013*0.000*8.13
3031449639442*4.000*12.76
5902704996212*8.000*10.57
5902704996229*7.000*9.76
3031449638094*2.000*9.92
3031449638070*3.000*10.16
3031449636236*0.000*3.50
3031449638049*1.000*10.16
3031449638117*2.000*7.70
3031449638124*1.000*8.05
3031449635475*1.000*5.53
5902704998766*2.000*7.28
5902704993532*1.000*4.93
5902704995741*1.000*6.48
5902704995758*2.000*5.92
5902704995680*0.000*5.34
3031449636809*1.000*5.67
3031449635406*2.000*13.09
5902704993341*2.000*19.33
5902704993358*2.000*19.33
5902704993860*2.000*5.10
5902704993877*2.000*6.48
5902704993334*0.000*15.99
5902704992924*0.000*14.81
3031449565109*1.000*30.14
5902704992931*1.000*16.48
5902704993822*0.000*12.98
3031449460084*2.000*21.44
5902704993815*3.000*12.20
5902704138179*2.000*8.11
5902704134898*0.000*14.85
5902704999121*1.000*2.66
5902704003217*0.000*4.53
5902704993006*1.000*81.28
5902704992993*0.000*78.86
5902704993273*3.000*152.03
5902704134515*2.000*112.11
5902704132245*0.000*69.89
5902704995604*1.000*60.16
5902704993013*0.000*81.11
5902704131750*1.000*42.28
5902704131767*1.000*56.10
5902704139800*1.000*16.18
5902704135673*1.000*52.85
5902704138513*1.000*53.63
5902704131729*0.000*56.89
5902704135697*1.000*26.83
5902704134492*1.000*34.72
5902704135680*1.000*31.68
5902704132740*1.000*56.07
669930*0.000*42.25
5902704995628*1.000*39.84
5902704133570*0.000*18.02
5902704133655*0.000*56.89
5902704993518*1.000*29.27
5902704993075*2.000*9.43
5902704997776*1.000*2.20
3031449639251*0.000*10.95
5902704993525*0.000*10.85
5902704993501*1.000*9.81
5902704997677*0.000*24.37
5902704135956*1.000*25.20
5902704135949*0.000*24.39
5902704994638*1.000*13.01
3031449510765*1.000*20.87
5902704003231*2.000*4.37
5902704999145*2.000*2.66
3031449639169*2.000*5.42
5902704135871*2.000*3.80
5902704139015*4.000*2.41
3031449639046*2.000*4.93
963902*1.000*4.93
3031449639039*1.000*4.93
3031449390008*1.000*12.20
3031449390077*0.000*21.46
3031440403028*2.000*8.35
5902704002852*1.000*7.78
5902704993785*0.000*7.78
5902704999978*1.000*12.98
5902704002869*1.000*8.02
5902704993792*1.000*7.86
5902704993372*3.000*9.41
5902704999947*0.000*26.48
3031449638001*2.000*5.67
3031449510437*0.000*6.32
3031449635963*1.000*6.15
5902704002876*0.000*4.77
3031449510420*0.000*5.59
5902704993754*1.000*5.34
5902704993686*2.000*2.58
3031440403318*2.000*9.63
3031449638025*3.000*8.86
3031449636366*1.000*8.94
5902704997608*0.000*5.04
5902704999893*2.000*3.63
5902704999879*2.000*1.22
5902704993679*4.000*2.60
5902704136564*1.000*1.36
3031449510819*2.000*17.89
3031449639527*1.000*27.54
5902704999572*0.000*9.49
5902704999626*2.000*6.42
3031449639558*0.000*21.60
3031449635932*1.000*5.10
8714462067458*0.000*10.15
5902704999718*4.000*2.11
3031449510802*1.000*11.46
3031449636533*2.000*9.59
5902704999565*3.000*6.50
